YEAR,MO,DY,HR,T2M,RH2M,PS,WS10M,SZA,T2MDEW,
2025,10,14,14,26.59,40.06,98.26,5.69,51.08,11.79,
2025,10,14,15,25.09,45.31,98.27,5.7,62.88,12.39,
2025,10,14,16,23.26,52.11,98.29,5.32,75.27,12.87,
2025,10,14,17,20.96,61.16,98.32,4.33,87.18,13.19,
2025,10,14,18,19.77,66.39,98.35,3.92,90,13.33,
2025,10,14,19,19.14,69.26,98.37,3.54,90,13.39,
2025,10,14,20,18.54,72.13,98.37,3.07,90,13.43,
2025,10,14,21,18.01,74.8,98.38,2.8,90,13.49,
2025,10,14,22,17.55,77.31,98.38,2.67,90,13.54,
2025,10,14,23,17.16,79.56,98.38,2.58,90,13.6,
2025,10,15,0,16.82,81.54,98.38,2.51,90,13.65,
2025,10,15,1,16.52,83.27,98.36,2.45,90,13.67,
2025,10,15,2,16.28,84.61,98.34,2.37,90,13.7,
2025,10,15,3,16.1,85.84,98.33,2.32,90,13.74,
2025,10,15,4,15.92,87,98.33,2.27,90,13.78,
2025,10,15,5,15.72,88.57,98.34,2.14,88.01,13.84,
2025,10,15,6,16.6,84,98.36,1.81,76.63,13.89,
2025,10,15,7,19.5,69.06,98.4,1.84,64.23,13.69,
2025,10,15,8,21.86,56.32,98.42,2.12,52.39,12.76,
2025,10,15,9,23.87,45.74,98.4,2.15,41.77,11.37,
2025,10,15,10,25.54,38.61,98.37,2.45,33.68,10.19,
2025,10,15,11,26.83,33.94,98.32,2.92,30.31,9.22,
2025,10,15,12,27.59,31.76,98.25,3.37,33.16,8.78,
2025,10,15,13,27.78,31.52,98.2,3.83,40.93,8.8,
2025,10,15,14,27.28,33.56,98.17,4.36,51.4,9.35,
2025,10,15,15,26.04,38.7,98.17,4.82,63.17,10.54,
2025,10,15,16,23.98,48.33,98.19,5.01,75.55,12.26,
2025,10,15,17,21.03,63.6,98.24,4.49,87.37,13.86,
2025,10,15,18,19.58,72.46,98.27,4.03,90,14.5,
2025,10,15,19,18.98,76.37,98.3,3.43,90,14.74,
2025,10,15,20,18.43,80.23,98.31,2.88,90,14.96,
2025,10,15,21,17.94,83.96,98.31,2.54,90,15.19,
2025,10,15,22,17.51,87.51,98.31,2.25,90,15.43,
2025,10,15,23,17.36,89.21,98.31,2.05,90,15.58,
2025,10,16,0,17.35,89.66,98.31,1.9,90,15.65,
2025,10,16,1,17.25,90.38,98.31,1.82,90,15.67,
2025,10,16,2,17.09,91.29,98.29,1.78,90,15.67,#NAME?
2025,10,16,3,16.9,92.16,98.29,1.75,90,15.63,
2025,10,16,4,16.68,92.97,98.3,1.71,90,15.54,
2025,10,16,5,16.44,93.4,98.31,1.6,88.08,15.38,
2025,10,16,6,17.1,88.38,98.32,1.43,76.77,15.17,
2025,10,16,7,19.92,71.14,98.35,1.09,64.38,14.53,
2025,10,16,8,22.55,56.26,98.37,0.73,52.57,13.38,
2025,10,16,9,24.62,47.44,98.36,0.99,42,12.67,
2025,10,16,10,26.43,41.01,98.34,1.77,33.99,12.06,
2025,10,16,11,27.71,37.32,98.3,2.6,30.69,11.7,
2025,10,16,12,28.38,35.71,98.25,3.34,33.55,11.58,
2025,10,16,13,28.42,35.73,98.21,4.01,41.28,11.57,
2025,10,16,14,27.77,37.52,98.19,4.53,51.72,11.74,
2025,10,16,15,26.44,41.7,98.19,4.87,63.47,12.19,
2025,10,16,16,24.38,49.5,98.23,4.95,75.84,12.99,
2025,10,16,17,21.7,62.86,98.27,4.39,87.55,14.26,
2025,10,16,18,20.29,73.05,98.33,3.96,90,15.31,
2025,10,16,19,19.66,78.04,98.37,3.35,90,15.74,
2025,10,16,20,19.18,81.42,98.41,2.78,90,15.94,
2025,10,16,21,18.76,84.39,98.43,2.2,90,16.1,
2025,10,16,22,18.6,85.9,98.44,2,90,16.21,
2025,10,16,23,18.49,86.78,98.44,1.81,90,16.26,
2025,10,17,0,18.27,88.07,98.44,1.65,90,16.28,
2025,10,17,1,18.07,89.49,98.45,1.73,90,16.34,
2025,10,17,2,17.92,90.78,98.44,1.83,90,16.42,
2025,10,17,3,17.86,91.51,98.44,1.94,90,16.48,
2025,10,17,4,17.77,92.26,98.44,2.05,90,16.51,
2025,10,17,5,17.58,93.32,98.47,2.04,88.16,16.51,
2025,10,17,6,18.28,89.26,98.51,2.16,76.9,16.48,
2025,10,17,7,20.73,75.66,98.55,2.27,64.53,16.29,
2025,10,17,8,22.89,62.75,98.58,1.93,52.75,15.39,
2025,10,17,9,25.18,50.19,98.57,1.69,42.24,14.02,
2025,10,17,10,26.98,42.92,98.56,1.82,34.31,13.23,
2025,10,17,11,28.47,38.44,98.52,2.27,31.08,12.84,
2025,10,17,12,29.46,36.13,98.47,3.04,33.94,12.73,
2025,10,17,13,29.65,36.22,98.44,3.92,41.64,12.89,
2025,10,17,14,28.99,38.63,98.43,4.56,52.04,13.28,
2025,10,17,15,27.58,43.76,98.44,4.89,63.77,13.98,
2025,10,17,16,25.31,53.63,98.48,4.99,76.13,15.16,
2025,10,17,17,22.39,69.38,98.53,4.74,87.72,16.52,
2025,10,17,18,20.8,79.44,98.6,4.48,90,17.13,
2025,10,17,19,20.22,83.1,98.65,4.14,90,17.28,
2025,10,17,20,19.9,84.8,98.69,3.91,90,17.3,
2025,10,17,21,19.61,86.43,98.71,3.7,90,17.3,
2025,10,17,22,19.36,87.72,98.72,3.43,90,17.3,
2025,10,17,23,19.19,88.5,98.71,3.04,90,17.27,
2025,10,18,0,19.08,88.67,98.7,2.57,90,17.19,
2025,10,18,1,18.91,89.16,98.66,2.11,90,17.1,
2025,10,18,2,18.78,89.44,98.64,1.8,90,17.03,
2025,10,18,3,18.64,89.86,98.65,1.81,90,16.95,
2025,10,18,4,18.39,90.72,98.68,1.91,90,16.86,
2025,10,18,5,18.08,91.86,98.72,1.88,88.23,16.76,
2025,10,18,6,18.74,87.24,98.76,1.77,77.04,16.6,
2025,10,18,7,20.99,73.72,98.83,2.08,64.69,16.14,
2025,10,18,8,22.78,63.23,98.86,2.26,52.94,15.43,
2025,10,18,9,24.51,53.45,98.85,2.69,42.48,14.42,
2025,10,18,10,25.94,45.84,98.81,3.3,34.63,13.3,
2025,10,18,11,26.91,41.06,98.75,3.96,31.46,12.36,
2025,10,18,12,27.32,38.89,98.69,4.46,34.33,11.8,
2025,10,18,13,27.23,38.47,98.64,4.83,42,11.51,
2025,10,18,14,26.64,39.86,98.61,4.97,52.36,11.53,
2025,10,18,15,25.46,44.08,98.59,4.99,64.07,12.05,
2025,10,18,16,23.56,52.45,98.58,4.87,76.41,13.06,
2025,10,18,17,20.76,67.58,98.59,4.2,87.89,14.45,
2025,10,18,18,19.34,78.42,98.63,3.97,90,15.47,
2025,10,18,19,18.57,85.15,98.66,3.51,90,16.04,
2025,10,18,20,18.03,89.09,98.68,2.99,90,16.22,
2025,10,18,21,17.74,90.58,98.68,2.45,90,16.19,
2025,10,18,22,17.65,90.55,98.67,2.24,90,16.1,
2025,10,18,23,17.84,88.85,98.67,2.06,90,16,
2025,10,19,0,17.83,88.37,98.67,1.81,90,15.92,
2025,10,19,1,17.79,88.27,98.65,1.57,90,15.84,
2025,10,19,2,17.75,88.41,98.64,1.38,90,15.83,
2025,10,19,3,17.7,88.83,98.63,1.2,90,15.85,
2025,10,19,4,17.65,89.27,98.63,1.06,90,15.89,
2025,10,19,5,17.66,89.39,98.66,0.91,88.3,15.9,
2025,10,19,6,18.32,85.7,98.68,0.8,77.18,15.9,
2025,10,19,7,20.42,73.93,98.72,1.35,64.84,15.63,
2025,10,19,8,22.67,60.11,98.74,1.99,53.13,14.54,
2025,10,19,9,24.69,49.79,98.73,2.48,42.73,13.46,
2025,10,19,10,26.14,44.37,98.69,2.94,34.95,12.98,
2025,10,19,11,27.03,41.46,98.62,3.54,31.84,12.72,
2025,10,19,12,27.42,40.2,98.55,4.27,34.72,12.56,
2025,10,19,13,27.25,40.66,98.5,4.87,42.35,12.56,
2025,10,19,14,26.55,42.76,98.45,5.13,52.69,12.71,
2025,10,19,15,25.35,47.2,98.43,4.96,64.37,13.17,
2025,10,19,16,23.6,55.3,98.43,4.7,76.7,14.04,
2025,10,19,17,20.98,70.4,98.44,3.92,88.05,15.36,
2025,10,19,18,19.93,80.3,98.47,3.38,90,16.45,
2025,10,19,19,19.35,85.98,98.5,2.84,90,16.95,
2025,10,19,20,18.96,89.61,98.53,2.46,90,17.23,
2025,10,19,21,18.93,90.99,98.53,2.2,90,17.44,
2025,10,19,22,18.87,92.18,98.51,1.99,90,17.59,
2025,10,19,23,18.6,94.38,98.49,1.88,90,17.7,
2025,10,20,0,18.62,94.76,98.47,1.75,90,17.78,
2025,10,20,1,18.67,94.73,98.46,1.62,90,17.83,
2025,10,20,2,18.67,94.87,98.44,1.51,90,17.86,
2025,10,20,3,18.73,94.51,98.45,1.32,90,17.85,
2025,10,20,4,18.84,93.65,98.44,0.96,90,17.81,
2025,10,20,5,18.82,93.27,98.45,0.54,88.37,17.72,
2025,10,20,6,19.18,90.58,98.46,0.45,77.32,17.62,
2025,10,20,7,21.14,78.34,98.5,0.85,65,17.24,
2025,10,20,8,23.37,63.68,98.52,1.01,53.32,16.09,
2025,10,20,9,26.05,47.58,98.5,1.82,42.97,13.9,
2025,10,20,10,27.84,40.4,98.48,2.78,35.27,12.87,
2025,10,20,11,28.82,37.16,98.42,3.6,32.23,12.44,
2025,10,20,12,29.14,36.06,98.35,4.14,35.11,12.28,
2025,10,20,13,28.93,36.64,98.3,4.55,42.71,12.38,
2025,10,20,14,28.19,38.65,98.28,4.75,53.01,12.58,
2025,10,20,15,26.93,42.44,98.27,4.53,64.67,12.9,
2025,10,20,16,25.13,49.5,98.26,3.87,76.99,13.65,
2025,10,20,17,22.29,63.83,98.28,2.61,88.2,14.99,
2025,10,20,18,21.12,73.99,98.31,2.3,90,16.26,
2025,10,20,19,20.29,82.33,98.32,2,90,17.18,
2025,10,20,20,19.82,87.93,98.33,1.83,90,17.78,
2025,10,20,21,19.43,91.53,98.32,1.71,90,18.04,
2025,10,20,22,19.15,92.22,98.31,1.64,90,17.87,
2025,10,20,23,18.85,91.88,98.29,1.66,90,17.51,
2025,10,21,0,18.49,91.55,98.29,1.75,90,17.1,
2025,10,21,1,18,92.2,98.26,1.79,90,16.71,
2025,10,21,2,18.01,89.33,98.24,1.85,90,16.19,
2025,10,21,3,17.82,87.66,98.24,1.9,90,15.66,
2025,10,21,4,17.78,85.75,98.24,2.06,90,15.21,
2025,10,21,5,17.53,84.4,98.26,2.27,88.43,14.67,
2025,10,21,6,18.05,79.06,98.28,2.34,77.46,14.15,
2025,10,21,7,21.48,61.19,98.33,2.59,65.15,13.49,
2025,10,21,8,25.06,43.22,98.36,2.32,53.51,11.5,
2025,10,21,9,28.17,30.49,98.36,2.67,43.22,9.04,
2025,10,21,10,29.93,25.9,98.32,2.8,35.59,8.12,
2025,10,21,11,30.87,24.74,98.25,2.85,32.61,8.08,
2025,10,21,12,31.43,23.13,98.18,3.17,35.5,7.47,
2025,10,21,13,31.52,22.08,98.12,3.72,43.07,6.78,
2025,10,21,14,31.02,22.4,98.08,4.47,53.34,6.52,
2025,10,21,15,29.84,24.96,98.07,5.03,64.97,7.06,
2025,10,21,16,27.67,31.68,98.07,4.88,77.27,8.65,
2025,10,21,17,23.93,47.69,98.1,3.77,88.35,11.54,
2025,10,21,18,22.18,61.5,98.15,3.57,90,13.99,
2025,10,21,19,21.09,69.25,98.19,3.12,90,14.88,
2025,10,21,20,20.39,72.2,98.22,3.01,90,14.83,
2025,10,21,21,19.88,72.05,98.25,2.97,90,14.26,
2025,10,21,22,19.57,69.48,98.25,2.96,90,13.34,
2025,10,21,23,19.31,65.31,98.25,3.15,90,12.03,
2025,10,22,0,19.03,61.07,98.24,3.37,90,10.67,
2025,10,22,1,18.9,56.19,98.23,3.59,90,9.38,
2025,10,22,2,18.89,51.2,98.22,3.72,90,8.15,
2025,10,22,3,18.84,47.56,98.24,3.7,90,7.15,
2025,10,22,4,18.69,45.69,98.26,3.67,90,6.51,
2025,10,22,5,18.56,45.49,98.28,3.64,88.5,6.34,
2025,10,22,6,19.31,43.91,98.31,3.61,77.6,6.48,
2025,10,22,7,23.17,34.66,98.35,3.76,65.31,6.48,
2025,10,22,8,26.46,26.99,98.37,3.65,53.71,5.75,
2025,10,22,9,29.65,21.92,98.35,3.18,43.47,5.31,
2025,10,22,10,31.23,20.67,98.31,2.28,35.92,5.56,
2025,10,22,11,32.35,18.84,98.26,1.83,33,5.1,
2025,10,22,12,32.99,18.04,98.19,2.02,35.89,4.93,
2025,10,22,13,33.07,18.07,98.14,2.58,43.43,4.91,
2025,10,22,14,32.53,19.07,98.12,3.31,53.66,5.07,
2025,10,22,15,31.31,21.23,98.14,4.05,65.27,5.48,
2025,10,22,16,28.76,27.67,98.17,4.29,77.56,7.21,
2025,10,22,17,24.68,45.05,98.22,3.41,88.49,11.17,
2025,10,22,18,22.91,59.51,98.26,3.12,90,14.2,
2025,10,22,19,21.71,68.94,98.27,2.8,90,15.48,
2025,10,22,20,20.9,73.14,98.27,2.76,90,15.61,
2025,10,22,21,20.48,72.73,98.26,2.79,90,14.94,
2025,10,22,22,20.39,67.2,98.25,2.86,90,13.28,
2025,10,22,23,20.61,58.32,98.23,2.84,90,10.89,
2025,10,23,0,20.97,49.74,98.22,2.78,90,8.61,
2025,10,23,1,21.18,42.81,98.22,2.62,90,6.73,
2025,10,23,2,21.12,38.03,98.21,2.32,90,5.39,
2025,10,23,3,20.79,35.55,98.21,2.16,90,4.51,
2025,10,23,4,20.69,33.79,98.22,2.3,90,3.93,
2025,10,23,5,19.72,35.2,98.23,2.51,88.57,3.77,
2025,10,23,6,19.33,37.12,98.26,2.83,77.74,4.2,
2025,10,23,7,23.09,30.59,98.28,3.47,65.48,4.75,
2025,10,23,8,26.07,24.44,98.31,3.16,53.9,4.16,
2025,10,23,9,29.91,19.94,98.28,2.38,43.73,4.22,
2025,10,23,10,33.14,14.27,98.22,1.37,36.24,2.31,
2025,10,23,11,34.58,13.16,98.14,0.97,33.39,2.3,
2025,10,23,12,35,14.16,98.06,1.36,36.28,3.5,
2025,10,23,13,34.7,16.14,97.99,2.28,43.79,4.81,
2025,10,23,14,33.91,18.1,97.96,3.23,53.99,5.56,
2025,10,23,15,32.35,21.17,97.96,3.75,65.57,6.35,
2025,10,23,16,29.35,26.3,97.97,2.96,77.85,7.08,
2025,10,23,17,24.73,40.76,97.99,2.6,88.62,9.6,
2025,10,23,18,23.1,56.32,98.03,2.44,90,13.45,
2025,10,23,19,22.16,69.9,98.06,2.08,90,16.25,
2025,10,23,20,21.89,77.11,98.08,1.64,90,17.65,
2025,10,23,21,21.7,80.11,98.1,1.33,90,18.11,
2025,10,23,22,21.57,81.01,98.12,1.26,90,18.14,
2025,10,23,23,21.26,83.66,98.12,1.46,90,18.36,
2025,10,24,0,20.82,88.8,98.12,1.63,90,18.9,
2025,10,24,1,20.53,93.16,98.12,1.61,90,19.4,
2025,10,24,2,20.42,95.91,98.11,1.49,90,19.76,
2025,10,24,3,20.4,97.26,98.11,1.34,90,19.96,
2025,10,24,4,20.25,98.57,98.13,1.17,90,20.04,
2025,10,24,5,20.14,99.07,98.15,0.99,88.63,20.01,
2025,10,24,6,20.61,95.34,98.21,0.96,77.88,19.86,
2025,10,24,7,22.69,82.09,98.27,1.73,65.64,19.49,
2025,10,24,8,25.03,63.27,98.31,2.17,54.1,17.54,
2025,10,24,9,27.39,46.54,98.32,2.7,43.98,14.85,
2025,10,24,10,28.98,38.57,98.31,3.29,36.57,13.27,
2025,10,24,11,29.74,35.82,98.29,3.98,33.77,12.77,
2025,10,24,12,29.88,35.64,98.26,4.55,36.67,12.81,
2025,10,24,13,29.46,37.11,98.24,4.92,44.15,13.05,
2025,10,24,14,28.6,39.56,98.24,5.04,54.31,13.31,
2025,10,24,15,27.31,44.03,98.26,4.94,65.87,13.82,
2025,10,24,16,25.35,52.91,98.29,4.46,78.13,14.93,
2025,10,24,17,22.48,69.14,98.32,3.44,88.75,16.48,
2025,10,24,18,21.15,80.54,98.37,3.04,90,17.67,
2025,10,24,19,20.26,88.38,98.4,2.51,90,18.3,
2025,10,24,20,19.6,93.05,98.42,2.17,90,18.46,
2025,10,24,21,19.6,92.31,98.43,1.92,90,18.33,
2025,10,24,22,19.41,91.95,98.42,1.54,90,18.09,
2025,10,24,23,19.22,91.55,98.4,1.18,90,17.83,
2025,10,25,0,19.12,90.71,98.39,0.77,90,17.59,
2025,10,25,1,18.95,90.17,98.37,0.36,90,17.32,
2025,10,25,2,18.65,90.26,98.35,0.26,90,17.04,
2025,10,25,3,18.21,90.99,98.34,0.58,90,16.72,
2025,10,25,4,17.74,91.88,98.34,0.93,90,16.39,
2025,10,25,5,17.19,92.83,98.34,1.35,88.69,15.99,
2025,10,25,6,17.17,90.1,98.36,1.72,78.03,15.5,
2025,10,25,7,19.96,72.4,98.4,2.19,65.8,14.82,
2025,10,25,8,23.46,49.81,98.42,1.63,54.3,12.23,
2025,10,25,9,27.28,31.31,98.41,0.82,44.24,8.78,
2025,10,25,10,29.07,29.61,98.37,1.24,36.9,9.31,
2025,10,25,11,29.9,29.58,98.32,1.51,34.16,9.83,
2025,10,25,12,30.38,27.86,98.27,2.12,37.07,9.25,
2025,10,25,13,30.39,26.9,98.23,3.08,44.51,8.76,
2025,10,25,14,29.72,28.47,98.21,3.96,54.64,9.06,
2025,10,25,15,28.36,32.95,98.21,4.53,66.17,10.1,
2025,10,25,16,26.15,41.74,98.23,4.52,78.42,11.83,
2025,10,25,17,22.88,58.44,98.25,3.58,88.88,14.12,
2025,10,25,18,21.42,70.48,98.27,3.15,90,15.76,
2025,10,25,19,20.48,78.7,98.28,2.29,90,16.63,
2025,10,25,20,19.8,84.79,98.3,1.89,90,17.16,
2025,10,25,21,19.43,88.83,98.31,1.7,90,17.53,
2025,10,25,22,19.28,90.79,98.32,1.48,90,17.75,
2025,10,25,23,19.15,92.04,98.34,1.16,90,17.83,
2025,10,26,0,19.16,91.5,98.35,0.69,90,17.75,
2025,10,26,1,19.01,91,98.34,0.43,90,17.5,
2025,10,26,2,18.73,90.58,98.32,0.58,90,17.14,
2025,10,26,3,18.57,89.96,98.32,0.62,90,16.86,
2025,10,26,4,18.45,89.76,98.32,0.73,90,16.71,
2025,10,26,5,18.34,90.47,98.34,0.73,88.76,16.73,
2025,10,26,6,18.62,89.35,98.36,0.69,78.17,16.8,
2025,10,26,7,20.84,77.69,98.4,0.85,65.97,16.76,
2025,10,26,8,24.03,57.29,98.43,1.21,54.51,14.85,
2025,10,26,9,26.46,44.42,98.43,1.79,44.5,13.08,
2025,10,26,10,27.85,39.72,98.41,2.49,37.23,12.66,
2025,10,26,11,28.65,37.74,98.37,3.2,34.55,12.61,
2025,10,26,12,28.93,37.58,98.31,3.84,37.46,12.79,
2025,10,26,13,28.68,39.18,98.26,4.37,44.87,13.21,
2025,10,26,14,27.86,42.71,98.24,4.71,54.96,13.86,
2025,10,26,15,26.37,48.75,98.24,4.83,66.47,14.62,
2025,10,26,16,24.3,58.62,98.26,4.69,78.71,15.62,
2025,10,26,17,21.73,73.6,98.28,4.2,88.99,16.79,
2025,10,26,18,20.61,83.21,98.31,3.75,90,17.67,
2025,10,26,19,19.95,89.43,98.33,3.22,90,18.18,
2025,10,26,20,19.77,91.6,98.34,3.04,90,18.39,
2025,10,26,21,19.86,90.75,98.35,2.72,90,18.32,
2025,10,26,22,19.86,90.55,98.34,2.03,90,18.28,
2025,10,26,23,19.75,90.62,98.33,1.31,90,18.19,
2025,10,27,0,19.67,90.19,98.33,1,90,18.04,
2025,10,27,1,19.6,89.82,98.32,0.73,90,17.9,
2025,10,27,2,19.59,88.63,98.31,0.48,90,17.68,
2025,10,27,3,19.55,87.41,98.3,0.3,90,17.43,
2025,10,27,4,19.48,86.71,98.32,0.27,90,17.22,
2025,10,27,5,19.39,85.97,98.33,0.4,88.82,17,
2025,10,27,6,19.52,84.28,98.37,0.66,78.32,16.82,
2025,10,27,7,21.06,74.6,98.41,0.83,66.14,16.38,
2025,10,27,8,22.98,62.53,98.43,0.83,54.71,15.45,
2025,10,27,9,24.9,52.39,98.42,0.79,44.76,14.48,
2025,10,27,10,26.7,43.51,98.39,0.76,37.57,13.23,
2025,10,27,11,28.19,36.63,98.33,0.89,34.94,11.9,
2025,10,27,12,29.45,31.44,98.25,1.36,37.85,10.53,
2025,10,27,13,30.09,29.18,98.18,2.33,45.23,9.75,
2025,10,27,14,29.7,30.47,98.14,3.3,55.29,9.91,
2025,10,27,15,28.39,34.8,98.13,3.97,66.78,10.76,
2025,10,27,16,25.9,44.57,98.14,4.28,78.99,12.47,
2025,10,27,17,22.4,62.94,98.17,3.86,89.1,14.83,
2025,10,27,18,20.54,77.52,98.23,3.78,90,16.46,
2025,10,27,19,19.57,86.58,98.26,3.24,90,17.29,
2025,10,27,20,19.29,89.58,98.28,2.94,90,17.56,
2025,10,27,21,19.04,91.21,98.29,2.63,90,17.59,
2025,10,27,22,18.73,93.14,98.29,2.41,90,17.61,
2025,10,27,23,18.43,94.83,98.28,2.15,90,17.59,
2025,10,28,0,18.12,96.17,98.28,1.86,90,17.5,
2025,10,28,1,17.81,97.9,98.28,1.73,90,17.45,
2025,10,28,2,17.55,99.25,98.24,1.66,90,17.4,
2025,10,28,3,17.24,100,98.23,1.57,90,17.36,
2025,10,28,4,17.14,100,98.22,1.39,90,17.29,
2025,10,28,5,17.08,100,98.22,1.25,88.88,17.07,
2025,10,28,6,17.39,96.26,98.24,1.14,78.47,16.74,
2025,10,28,7,19.65,81.61,98.28,1.02,66.31,16.34,
2025,10,28,8,22.46,64.05,98.29,0.91,54.92,15.21,
2025,10,28,9,26.18,43.81,98.28,0.77,45.02,12.51,
2025,10,28,10,28.43,35.08,98.25,0.93,37.9,10.96,
2025,10,28,11,29.78,31.46,98.2,1.62,35.32,10.39,
2025,10,28,12,30.36,30.56,98.13,2.45,38.24,10.43,
2025,10,28,13,30.16,32.17,98.09,3.4,45.59,11.02,
2025,10,28,14,29.17,36.48,98.07,4.22,55.62,12.17,
2025,10,28,15,27.29,44.95,98.08,4.83,67.08,13.91,
2025,10,28,16,24.47,59.98,98.12,5.12,79.28,16.06,
2025,10,28,17,21.43,79.87,98.18,4.61,89.2,17.81,
2025,10,28,18,20.06,90.39,98.24,4.2,90,18.47,
2025,10,28,19,19.83,90.84,98.26,3.92,90,18.31,
2025,10,28,20,19.59,90.52,98.28,3.59,90,18,
2025,10,28,21,19.28,91.11,98.29,3.1,90,17.81,
2025,10,28,22,18.88,92.2,98.29,2.41,90,17.6,
2025,10,28,23,18.29,94.41,98.28,2.03,90,17.39,
2025,10,29,0,17.93,96.05,98.29,1.85,90,17.3,
2025,10,29,1,17.77,96.11,98.31,1.84,90,17.16,
2025,10,29,2,17.67,95.94,98.3,1.87,90,17.03,
2025,10,29,3,17.25,98.29,98.3,1.93,90,16.99,
2025,10,29,4,16.97,99.99,98.33,2.01,90,16.98,
2025,10,29,5,16.89,100,98.36,2.02,88.88,17.02,
2025,10,29,6,17.48,97.58,98.39,2,78.47,17.1,
2025,10,29,7,20.16,81.51,98.43,2.37,66.31,16.89,
2025,10,29,8,22.18,68.77,98.47,2.23,54.92,16.16,
2025,10,29,9,24.48,54.77,98.47,2.36,45.02,14.71,
2025,10,29,10,26.8,43.82,98.45,3.06,37.9,13.21,
2025,10,29,11,28.11,40.07,98.41,4.02,35.32,12.96,
2025,10,29,12,28.25,40.95,98.36,4.89,38.24,13.43,
2025,10,29,13,27.65,44.29,98.33,5.52,45.59,14.17,
2025,10,29,14,26.55,49.4,98.33,5.78,55.62,14.96,
2025,10,29,15,25.01,56.57,98.32,5.56,67.08,15.73,
2025,10,29,16,23.01,66.79,98.34,4.91,79.28,16.49,
2025,10,29,17,20.69,80.69,98.37,3.97,89.2,17.25,
2025,10,29,18,19.97,86.99,98.4,3.97,90,17.75,
2025,10,29,19,19.7,89.37,98.44,3.77,90,17.92,
2025,10,29,20,19.33,91.95,98.46,3.27,90,17.99,
2025,10,29,21,18.99,95.07,98.47,2.98,90,18.19,
2025,10,29,22,18.83,96.81,98.47,2.83,90,18.3,
2025,10,29,23,18.64,97.96,98.46,2.69,90,18.32,
